Gewaesser;Mst.-Name;MST_NR;DATUM;Probestelle;Form;DV-Nr.;Taxon;Dimension;Messwert;Erscheinungsform;CF;LAKE_TYPE;LAKE_TYPE_SIMPLIFIED;LAKE_TYPE2;YEAR
Ammersee;Transekt 7;107586;26.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 8;107588;26.07.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 8;107588;26.07.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 2;107576;01.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 2;107576;01.08.2016;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 2;107576;01.08.2016;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 2;107576;01.08.2016;0-1 m;Em;2074;Phalaris arundinacea;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 18;107601;01.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 19;107602;01.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 13;107596;08.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 14;107597;08.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 15;107598;08.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 16;107599;08.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 17;107600;08.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 17;107600;08.08.2016;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 3;107578;16.08.2016;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 4;107580;16.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 5;107582;16.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 5;107582;16.08.2016;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 7;107586;16.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 8;107588;17.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 9;107590;17.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 10;107592;17.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 10;107592;17.08.2016;0-1 m;Em;2822;Cladium mariscus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 10;107592;17.08.2016;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 11;107594;17.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 11;107594;17.08.2016;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 12;107595;17.08.2016;0-1 m;Em;2022;Phragmites australis;HK1-5;5;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 12;107595;17.08.2016;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 8;107588;31.07.2007;1-2 m;Em;2986;Juncus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 8;107588;31.07.2007;1-2 m;Em;2021;Nuphar lutea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;31.07.2007;1-2 m;Em;2986;Juncus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 9;107590;27.07.2010;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 10;107592;27.07.2010;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 11;107594;27.07.2010;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Ammersee;Transekt 12;107595;23.07.2013;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 8;107588;26.07.2013;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Ammersee;Transekt 3;107578;16.08.2016;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 8;107588;17.08.2016;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 9;107590;17.08.2016;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2016
Ammersee;Transekt 11;107594;24.07.2007;2-4 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 7;107586;31.07.2007;2-4 m;Em;2021;Nuphar lutea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Ammersee;Transekt 10;107592;31.07.2007;2-4 m;Em;2986;Juncus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Bannwaldsee;Transekt B5;96122;01.08.2006;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2006
Bannwaldsee;Transekt B5;96122;01.08.2006;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2006
Bannwaldsee;Transekt B4;96121;14.08.2006;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2006
Bannwaldsee;Transekt B4;96121;14.08.2006;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2006
Bannwaldsee;Transekt B1a;131317;22.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B1a;131317;22.07.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B2a;131318;22.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B2a;131318;22.07.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B3a;131320;22.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B3a;131320;22.07.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B4;96121;22.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B4;96121;22.07.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B7;96124;22.07.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B5;96122;23.07.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;5;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B6;96123;23.07.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B1a;131317;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B1a;131317;12.08.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B2a;131318;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B3a;131320;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B3a;131320;12.08.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B4;96121;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B5;96122;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B6;96123;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B6;96123;12.08.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B7;96124;12.08.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B8;96125;12.08.2015;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B8;96125;12.08.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B1a;131317;22.07.2009;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B2a;131318;22.07.2009;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B3a;131320;22.07.2009;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B4;96121;22.07.2009;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;4;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B5;96122;23.07.2009;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;3;Spermatophyta;0;2;Prealpine;2;2009
Bannwaldsee;Transekt B1a;131317;12.08.2015;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B1a;131317;12.08.2015;1-2 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B2a;131318;12.08.2015;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B4;96121;12.08.2015;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B5;96122;12.08.2015;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B6;96123;12.08.2015;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2015
Bannwaldsee;Transekt B7;96124;12.08.2015;1-2 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;2;Prealpine;2;2015
Barmsee;Transekt 5;130340;13.08.2009;0-1 m;Em;2934;Sphagnum;HK1-5;1;Bryophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 1;130336;13.08.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 1;130336;13.08.2009;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 2;130337;13.08.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2710;Mentha aquatica;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2718;Lycopus europaeus;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2358;Persicaria amphibia;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2059;Typha angustifolia;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 3;130338;13.08.2009;0-1 m;Em;2773;Filipendula ulmaria;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 4;130339;13.08.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 4;130339;13.08.2009;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 5;130340;13.08.2009;0-1 m;Em;2147;Salix;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 5;130340;13.08.2009;0-1 m;Em;2094;Betula;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 5;130340;13.08.2009;0-1 m;Em;2225;Sorbus aucuparia;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 5;130340;13.08.2009;0-1 m;Em;2089;Alnus;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 5;130340;13.08.2009;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 6;130341;13.08.2009;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 6;130341;13.08.2009;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2009
Barmsee;Transekt 2;130337;24.07.2015;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 3;130338;24.07.2015;0-1 m;Em;2578;Typha latifolia;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 3;130338;24.07.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 3;130338;24.07.2015;0-1 m;Em;2841;Carex;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 4;130339;24.07.2015;0-1 m;Em;2841;Carex;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 5;130340;24.07.2015;0-1 m;Em;2841;Carex;HK1-5;4;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 5;130340;24.07.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;3;Prealpine;3;2015
Barmsee;Transekt 6;130341;24.07.2015;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;3;Prealpine;3;2015
Chiemsee;Transekt 33;108378;29.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 34;108383;29.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 35;108388;29.07.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 19;108307;02.08.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 19;108307;02.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 18;108302;03.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 26;108344;03.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 30;108363;03.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 2;108220;06.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 3;108222;06.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 5;108232;06.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 23;108329;06.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 12;108267;07.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 13;108272;07.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 14;108282;07.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 15;108287;07.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 17;108297;07.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 24;108334;07.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 8;108247;08.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 9;108252;08.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 11;108262;08.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 25;108339;08.08.2007;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 25;108339;08.08.2007;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Chiemsee;Transekt 8;108247;24.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 9;108252;24.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 11;108262;24.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 12;108267;24.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 25;108339;24.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 25;108339;24.08.2010;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 25;108339;24.08.2010;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 13;108272;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 14;108282;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 15;108287;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 17;108297;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 18;108302;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 18;108302;25.08.2010;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 24;108334;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 26;108344;25.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;4;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 31;108368;26.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 31;108368;26.08.2010;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 32;108373;26.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 33;108378;26.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 34;108383;26.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 34;108383;26.08.2010;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 35;108388;26.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 19;108307;27.08.2010;0-1 m;Em;2742;Juncus articulatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 19;108307;27.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 30;108363;27.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 2;108220;28.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 3;108222;28.08.2010;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2010
Chiemsee;Transekt 7;108242;26.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 9;108252;26.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 11;108262;26.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 25;108339;26.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 25;108339;26.08.2013;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 12;108267;27.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 13;108272;27.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 14;108282;27.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 15;108287;27.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 17;108297;27.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 24;108334;27.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 18;108302;28.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 18;108302;28.08.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 19;108307;28.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 19;108307;28.08.2013;0-1 m;Em;2841;Carex;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 19;108307;28.08.2013;0-1 m;Em;2742;Juncus articulatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 26;108344;28.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 33;108378;29.08.2013;0-1 m;Em;2976;Equisetum fluviatile;HK1-5;1;Pteridophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 34;108383;29.08.2013;0-1 m;Em;2976;Equisetum fluviatile;HK1-5;1;Pteridophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 31;108368;29.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 31;108368;29.08.2013;0-1 m;Em;2841;Carex;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 32;108373;29.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 33;108378;29.08.2013;0-1 m;Em;2022;Phragmites australis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
Chiemsee;Transekt 34;108383;29.08.2013;0-1 m;Em;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2013
